ComplaintID,ProductCategory,ComplaintReason,UnitsSold,SalesValue,ComplaintCount
38286,Stationery,Damage on Delivery,4,19903,1
38287,Furniture,Poor Quality,8,29437,1
38288,Groceries,Defective Item,2,41057,1
38289,Jewelry,Late Delivery,3,23729,1
38290,Books,Defective Item,5,42576,1
38291,Beauty Products,Damage on Delivery,3,44022,1
38292,Bedding,Damage on Delivery,6,12386,1
38293,Garden Tools,Product Not As Described,3,37050,1
38294,Beauty Products,Damage on Delivery,4,12642,1
38295,Bedding,Missing Item,6,25083,1
38296,Stationery,Late Delivery,6,16599,1
38297,Home Appliances,Incorrect Item Sent,8,23551,1
38298,Toys,Missing Item,8,38964,1
38299,Electronics,Poor Quality,8,36713,1
38300,Jewelry,Missing Item,7,38498,1
38301,Bedding,Missing Item,2,21808,1
38302,Bedding,Packaging Issues,9,25401,1
38303,Bedding,Poor Quality,9,32133,1
38304,Furniture,Wrong Size,4,36350,1
38305,Toys,Poor Quality,4,28672,1
38306,Kitchenware,Packaging Issues,3,48651,1
38307,Stationery,Wrong Size,8,10528,1
38308,Stationery,Damage on Delivery,2,25546,1
38309,Beauty Products,Missing Item,4,6002,1
38310,Groceries,Wrong Size,1,31591,1
38311,Beauty Products,Missing Item,6,23716,1
38312,Books,Damage on Delivery,4,42760,1
38313,Kitchenware,Wrong Size,3,30581,1
38314,Kitchenware,Poor Quality,2,25114,1
38315,Groceries,Poor Quality,9,17832,1
38316,Books,Wrong Size,9,13625,1
38317,Jewelry,Incorrect Item Sent,6,27116,1
38318,Groceries,Damage on Delivery,3,49150,1
38319,Sports Equipment,Poor Quality,5,42981,1
38320,Clothing,Damage on Delivery,7,37638,1
38321,Home Appliances,Poor Quality,1,34876,1
38322,Kitchenware,Late Delivery,3,11503,1
38323,Jewelry,Packaging Issues,4,41160,1
38324,Bedding,Incorrect Item Sent,7,18165,1
38325,Groceries,Incorrect Item Sent,9,25136,1
38326,Bedding,Defective Item,2,18913,1
38327,Footwear,Missing Item,1,38053,1
38328,Bedding,Damage on Delivery,6,15638,1
38329,Jewelry,Incorrect Item Sent,4,41804,1
38330,Stationery,Poor Quality,8,46652,1
38331,Kitchenware,Poor Quality,7,17094,1
38332,Jewelry,Damage on Delivery,6,44924,1
38333,Stationery,Late Delivery,8,26793,1
38334,Stationery,Poor Quality,5,38871,1
38335,Bedding,Missing Item,9,38161,1
38336,Bedding,Packaging Issues,9,33075,1
38337,Beauty Products,Poor Quality,2,27982,1
38338,Groceries,Incorrect Item Sent,6,18151,1
38339,Toys,Missing Item,1,23979,1
38340,Books,Incorrect Item Sent,1,8530,1
38341,Books,Missing Item,9,43893,1
38342,Jewelry,Poor Quality,4,6443,1
38343,Stationery,Poor Quality,3,22916,1
38344,Home Appliances,Late Delivery,2,39822,1
38345,Groceries,Missing Item,6,8636,1
38346,Footwear,Missing Item,4,5927,1
38347,Kitchenware,Missing Item,6,25162,1
38348,Home Appliances,Damage on Delivery,3,15292,1
38349,Books,Poor Quality,8,38273,1
38350,Jewelry,Product Not As Described,1,9387,1
38351,Home Appliances,Damage on Delivery,9,29293,1
38352,Kitchenware,Missing Item,6,24396,1
38353,Jewelry,Missing Item,5,22435,1
38354,Beauty Products,Missing Item,8,17103,1
38355,Home Appliances,Poor Quality,8,18582,1
38356,Home Appliances,Damage on Delivery,4,49636,1
38357,Kitchenware,Missing Item,8,13818,1
38358,Home Appliances,Missing Item,7,8733,1
38359,Groceries,Poor Quality,1,38701,1
38360,Stationery,Packaging Issues,2,38695,1
38361,Stationery,Missing Item,5,23405,1
38362,Home Appliances,Product Not As Described,8,49298,1
38363,Jewelry,Poor Quality,6,48812,1
38364,Groceries,Wrong Size,1,30192,1
38365,Clothing,Defective Item,3,16711,1
38366,Electronics,Incorrect Item Sent,1,32162,1
38367,Beauty Products,Poor Quality,4,27751,1
38368,Jewelry,Late Delivery,2,10248,1
38369,Kitchenware,Defective Item,3,15244,1
38370,Furniture,Late Delivery,9,20924,1
38371,Stationery,Poor Quality,4,44683,1
38372,Beauty Products,Incorrect Item Sent,1,25488,1
38373,Stationery,Defective Item,4,37777,1
38374,Garden Tools,Poor Quality,9,34644,1
38375,Kitchenware,Poor Quality,6,16169,1
38376,Electronics,Late Delivery,8,29756,1
38377,Sports Equipment,Missing Item,2,19578,1
38378,Books,Missing Item,1,41724,1
38379,Stationery,Incorrect Item Sent,6,34019,1
38380,Books,Wrong Size,3,41887,1
38381,Kitchenware,Wrong Size,9,19434,1
38382,Kitchenware,Incorrect Item Sent,4,19754,1
38383,Jewelry,Late Delivery,5,35524,1
38384,Jewelry,Missing Item,8,26075,1
38385,Kitchenware,Missing Item,6,35283,1
38386,Stationery,Late Delivery,1,38444,1
38387,Clothing,Poor Quality,9,22720,1
38388,Footwear,Incorrect Item Sent,3,18320,1
38389,Kitchenware,Missing Item,3,10912,1
38390,Books,Wrong Size,4,28591,1
38391,Jewelry,Defective Item,3,26449,1
38392,Stationery,Missing Item,2,10846,1
38393,Books,Late Delivery,5,48902,1
38394,Kitchenware,Wrong Size,7,47543,1
38395,Kitchenware,Packaging Issues,5,42662,1
38396,Groceries,Defective Item,1,9450,1
38397,Groceries,Missing Item,2,9419,1
38398,Home Appliances,Incorrect Item Sent,7,42416,1
38399,Jewelry,Missing Item,3,40331,1
38400,Kitchenware,Poor Quality,1,44579,1
38401,Jewelry,Damage on Delivery,7,13608,1
38402,Groceries,Missing Item,6,41016,1
38403,Electronics,Poor Quality,8,46322,1
38404,Books,Damage on Delivery,8,20542,1
38405,Stationery,Poor Quality,4,19373,1
38406,Beauty Products,Poor Quality,6,47736,1
38407,Books,Missing Item,8,15434,1
38408,Footwear,Damage on Delivery,5,30635,1
38409,Beauty Products,Missing Item,2,7566,1
38410,Beauty Products,Poor Quality,2,31712,1
38411,Bedding,Poor Quality,1,25692,1
38412,Groceries,Damage on Delivery,8,14916,1
38413,Electronics,Missing Item,8,38039,1
38414,Groceries,Poor Quality,4,30705,1
38415,Jewelry,Wrong Size,4,35708,1
38416,Beauty Products,Missing Item,7,34176,1
38417,Groceries,Poor Quality,6,45838,1
38418,Groceries,Poor Quality,3,41398,1
38419,Stationery,Damage on Delivery,7,31460,1
38420,Furniture,Poor Quality,2,20749,1
38421,Bedding,Incorrect Item Sent,2,17611,1
38422,Books,Poor Quality,5,47305,1
38423,Groceries,Incorrect Item Sent,6,34061,1
38424,Jewelry,Poor Quality,9,8539,1
38425,Kitchenware,Poor Quality,4,29776,1
38426,Bedding,Late Delivery,3,15321,1
38427,Kitchenware,Defective Item,8,6648,1
38428,Books,Poor Quality,3,8062,1
38429,Beauty Products,Damage on Delivery,6,41731,1
38430,Clothing,Missing Item,7,25669,1
38431,Toys,Poor Quality,5,10893,1
38432,Kitchenware,Poor Quality,1,5463,1
38433,Jewelry,Wrong Size,2,10652,1
38434,Books,Late Delivery,4,6989,1
38435,Kitchenware,Packaging Issues,5,10151,1
38436,Kitchenware,Wrong Size,7,10221,1
38437,Electronics,Damage on Delivery,8,15810,1
38438,Groceries,Wrong Size,1,34513,1
38439,Home Appliances,Missing Item,2,40857,1
38440,Books,Poor Quality,8,32520,1
38441,Jewelry,Poor Quality,5,10916,1
38442,Clothing,Damage on Delivery,8,20575,1
38443,Bedding,Missing Item,9,9719,1
38444,Beauty Products,Missing Item,4,21918,1
38445,Stationery,Defective Item,8,32649,1
38446,Footwear,Poor Quality,3,41966,1
38447,Groceries,Incorrect Item Sent,1,49570,1
38448,Beauty Products,Defective Item,3,5678,1
38449,Clothing,Defective Item,7,7357,1
38450,Groceries,Incorrect Item Sent,3,45850,1
38451,Electronics,Damage on Delivery,4,44751,1
38452,Electronics,Poor Quality,4,10726,1
38453,Stationery,Missing Item,4,36197,1
38454,Beauty Products,Damage on Delivery,9,43412,1
38455,Bedding,Damage on Delivery,5,24694,1
38456,Jewelry,Missing Item,5,44941,1
38457,Jewelry,Missing Item,5,25680,1
38458,Electronics,Defective Item,3,48917,1
38459,Home Appliances,Incorrect Item Sent,7,33565,1
38460,Home Appliances,Late Delivery,2,42785,1
38461,Stationery,Late Delivery,3,16883,1
38462,Books,Poor Quality,6,49353,1
38463,Kitchenware,Missing Item,3,47578,1
38464,Bedding,Damage on Delivery,1,44062,1
38465,Books,Defective Item,8,14403,1
38466,Bedding,Incorrect Item Sent,1,29629,1
38467,Kitchenware,Packaging Issues,1,23282,1
38468,Stationery,Poor Quality,1,6877,1
38469,Home Appliances,Poor Quality,3,24660,1
38470,Home Appliances,Defective Item,2,25183,1
38471,Books,Missing Item,9,27436,1
38472,Kitchenware,Missing Item,1,21147,1
38473,Furniture,Missing Item,1,23445,1
38474,Kitchenware,Damage on Delivery,4,12185,1
38475,Books,Poor Quality,9,43650,1
38476,Jewelry,Missing Item,9,31791,1
38477,Groceries,Poor Quality,3,5064,1
38478,Footwear,Poor Quality,3,11255,1
38479,Bedding,Product Not As Described,1,17365,1
38480,Beauty Products,Defective Item,5,23280,1
38481,Bedding,Late Delivery,4,10348,1
38482,Home Appliances,Wrong Size,7,46154,1
38483,Home Appliances,Defective Item,8,19119,1
38484,Kitchenware,Poor Quality,1,7462,1
38485,Jewelry,Poor Quality,5,11590,1
38486,Kitchenware,Packaging Issues,4,22846,1
38487,Kitchenware,Poor Quality,7,45711,1
38488,Garden Tools,Late Delivery,5,48202,1
38489,Jewelry,Missing Item,8,32406,1
38490,Home Appliances,Missing Item,2,26270,1
38491,Stationery,Wrong Size,1,44103,1
38492,Jewelry,Defective Item,7,32212,1
38493,Jewelry,Missing Item,1,24549,1
38494,Books,Poor Quality,8,30108,1
38495,Home Appliances,Missing Item,2,33490,1
38496,Bedding,Packaging Issues,1,7738,1
38497,Jewelry,Wrong Size,1,33303,1
38498,Books,Poor Quality,8,14985,1
38499,Stationery,Defective Item,8,6653,1
38500,Furniture,Damage on Delivery,4,36599,1
38501,Kitchenware,Poor Quality,4,5769,1
38502,Groceries,Missing Item,3,41684,1
38503,Groceries,Wrong Size,4,26473,1
38504,Beauty Products,Damage on Delivery,9,48064,1
38505,Bedding,Poor Quality,4,42125,1
38506,Groceries,Missing Item,2,41764,1
38507,Books,Poor Quality,4,48980,1
38508,Kitchenware,Damage on Delivery,4,34817,1
38509,Footwear,Missing Item,6,30751,1
38510,Home Appliances,Late Delivery,5,20677,1
38511,Sports Equipment,Poor Quality,3,37082,1
38512,Kitchenware,Defective Item,1,47428,1
38513,Books,Late Delivery,6,34270,1
38514,Clothing,Poor Quality,6,21743,1
38515,Bedding,Missing Item,5,22660,1
38516,Kitchenware,Wrong Size,8,9683,1
38517,Bedding,Missing Item,9,35491,1
38518,Clothing,Missing Item,2,43120,1
38519,Kitchenware,Poor Quality,4,22764,1
38520,Stationery,Missing Item,8,41500,1
38521,Clothing,Damage on Delivery,2,5014,1
38522,Beauty Products,Poor Quality,9,40488,1
38523,Jewelry,Missing Item,2,8639,1
38524,Jewelry,Missing Item,9,7257,1
38525,Beauty Products,Defective Item,1,49431,1
38526,Kitchenware,Incorrect Item Sent,2,17535,1
38527,Sports Equipment,Defective Item,2,37183,1
38528,Bedding,Missing Item,5,28181,1
38529,Bedding,Poor Quality,6,8681,1
38530,Bedding,Missing Item,9,5938,1
38531,Jewelry,Defective Item,7,44681,1
38532,Bedding,Incorrect Item Sent,1,19276,1
38533,Electronics,Product Not As Described,8,27581,1
38534,Books,Poor Quality,3,21702,1
38535,Bedding,Poor Quality,2,48367,1
38536,Beauty Products,Defective Item,9,42488,1
38537,Furniture,Poor Quality,3,36712,1
38538,Furniture,Wrong Size,7,49678,1
38539,Jewelry,Missing Item,5,36072,1
38540,Books,Late Delivery,7,33868,1
38541,Clothing,Missing Item,8,47160,1
38542,Kitchenware,Damage on Delivery,8,13592,1
38543,Kitchenware,Missing Item,7,21602,1
38544,Beauty Products,Poor Quality,9,12880,1
38545,Beauty Products,Damage on Delivery,5,30319,1
38546,Bedding,Damage on Delivery,8,8481,1
38547,Kitchenware,Damage on Delivery,5,9081,1
38548,Stationery,Missing Item,9,10464,1
38549,Home Appliances,Poor Quality,4,28801,1
38550,Books,Defective Item,3,30465,1
38551,Footwear,Poor Quality,4,31928,1
38552,Groceries,Poor Quality,9,15908,1
38553,Books,Late Delivery,7,41368,1
38554,Groceries,Poor Quality,6,23910,1
38555,Garden Tools,Missing Item,9,31793,1
38556,Groceries,Poor Quality,4,48928,1
38557,Electronics,Missing Item,4,8492,1
38558,Home Appliances,Damage on Delivery,2,13997,1
38559,Jewelry,Wrong Size,2,13081,1
38560,Books,Missing Item,8,23712,1
38561,Kitchenware,Late Delivery,7,38719,1
38562,Kitchenware,Missing Item,5,9988,1
38563,Bedding,Wrong Size,6,36979,1
38564,Footwear,Poor Quality,6,24481,1
38565,Home Appliances,Wrong Size,5,20499,1
38566,Jewelry,Missing Item,4,6638,1
38567,Bedding,Poor Quality,8,16418,1
38568,Beauty Products,Incorrect Item Sent,7,23075,1
38569,Stationery,Missing Item,6,22651,1
38570,Kitchenware,Poor Quality,5,12919,1
38571,Books,Wrong Size,1,27010,1
38572,Footwear,Poor Quality,3,12212,1
38573,Kitchenware,Missing Item,9,46697,1
38574,Stationery,Wrong Size,4,41005,1
38575,Home Appliances,Incorrect Item Sent,5,20877,1
38576,Stationery,Missing Item,6,9794,1
38577,Toys,Defective Item,4,9436,1
38578,Books,Missing Item,8,33711,1
38579,Home Appliances,Poor Quality,5,13735,1
38580,Books,Poor Quality,2,24892,1
38581,Bedding,Damage on Delivery,8,23678,1
38582,Footwear,Incorrect Item Sent,5,18153,1
38583,Jewelry,Poor Quality,7,17114,1
38584,Kitchenware,Poor Quality,1,45085,1
38585,Groceries,Packaging Issues,9,31203,1
38586,Bedding,Defective Item,3,16290,1
38587,Books,Damage on Delivery,3,44076,1
38588,Bedding,Defective Item,9,10074,1
38589,Home Appliances,Poor Quality,9,49319,1
38590,Furniture,Defective Item,7,33593,1
38591,Furniture,Defective Item,4,25478,1
38592,Footwear,Defective Item,5,24596,1
38593,Kitchenware,Missing Item,1,6958,1
38594,Books,Product Not As Described,4,34002,1
38595,Garden Tools,Damage on Delivery,5,24288,1
38596,Furniture,Damage on Delivery,3,38829,1
38597,Toys,Missing Item,8,48365,1
38598,Footwear,Incorrect Item Sent,1,16542,1
38599,Clothing,Damage on Delivery,2,16379,1
38600,Groceries,Incorrect Item Sent,8,18348,1
38601,Groceries,Poor Quality,6,38793,1
38602,Bedding,Wrong Size,1,29715,1
38603,Kitchenware,Late Delivery,6,41408,1
38604,Kitchenware,Poor Quality,5,6583,1
38605,Kitchenware,Poor Quality,1,40611,1
38606,Kitchenware,Poor Quality,9,17606,1
38607,Jewelry,Incorrect Item Sent,5,7331,1
38608,Home Appliances,Wrong Size,9,14701,1
38609,Footwear,Damage on Delivery,5,23306,1
38610,Kitchenware,Missing Item,4,47756,1
38611,Clothing,Missing Item,5,12388,1
38612,Kitchenware,Missing Item,8,19936,1
38613,Jewelry,Late Delivery,6,22918,1
38614,Sports Equipment,Late Delivery,2,46382,1
38615,Kitchenware,Missing Item,8,30512,1
38616,Jewelry,Damage on Delivery,6,49528,1
38617,Furniture,Defective Item,2,23198,1
38618,Furniture,Damage on Delivery,4,33638,1
38619,Kitchenware,Poor Quality,7,27575,1
38620,Home Appliances,Wrong Size,7,46444,1
38621,Books,Damage on Delivery,5,46397,1
38622,Garden Tools,Missing Item,3,14927,1
38623,Footwear,Incorrect Item Sent,2,42876,1
38624,Books,Poor Quality,5,9317,1
38625,Kitchenware,Wrong Size,9,23153,1
38626,Footwear,Damage on Delivery,7,11442,1
38627,Kitchenware,Defective Item,5,33294,1
38628,Kitchenware,Missing Item,5,14535,1
38629,Bedding,Missing Item,2,31996,1
38630,Groceries,Poor Quality,9,43634,1
38631,Electronics,Poor Quality,8,22943,1
38632,Beauty Products,Wrong Size,9,18672,1
38633,Books,Poor Quality,6,30726,1
38634,Toys,Wrong Size,4,23031,1
38635,Toys,Damage on Delivery,2,23557,1
38636,Bedding,Incorrect Item Sent,7,19433,1
38637,Furniture,Poor Quality,7,44177,1
38638,Books,Defective Item,2,35333,1
38639,Sports Equipment,Product Not As Described,8,25241,1
38640,Footwear,Wrong Size,3,40628,1
38641,Kitchenware,Poor Quality,3,20463,1
38642,Beauty Products,Wrong Size,8,37394,1
38643,Jewelry,Wrong Size,3,23947,1
38644,Garden Tools,Poor Quality,3,41671,1
38645,Beauty Products,Poor Quality,5,44492,1
38646,Clothing,Late Delivery,7,33126,1
38647,Bedding,Late Delivery,8,46703,1
38648,Jewelry,Missing Item,9,31997,1
38649,Jewelry,Poor Quality,2,8738,1
38650,Sports Equipment,Missing Item,9,31305,1
38651,Books,Missing Item,5,29857,1
38652,Bedding,Incorrect Item Sent,1,28697,1
38653,Jewelry,Incorrect Item Sent,4,37006,1
38654,Furniture,Wrong Size,1,48580,1
38655,Groceries,Missing Item,4,16710,1
38656,Books,Missing Item,9,40211,1
38657,Jewelry,Missing Item,7,5200,1
38658,Books,Damage on Delivery,7,21250,1
38659,Stationery,Wrong Size,8,21844,1
38660,Kitchenware,Missing Item,5,28291,1
38661,Beauty Products,Late Delivery,5,34277,1
38662,Jewelry,Poor Quality,9,37535,1
38663,Toys,Damage on Delivery,1,16798,1
38664,Jewelry,Missing Item,4,41556,1
38665,Home Appliances,Poor Quality,1,40331,1
38666,Bedding,Incorrect Item Sent,4,49364,1
38667,Kitchenware,Damage on Delivery,4,11355,1
38668,Jewelry,Missing Item,1,32007,1
38669,Books,Defective Item,6,49833,1
38670,Stationery,Wrong Size,4,10370,1
38671,Home Appliances,Poor Quality,7,22082,1
38672,Stationery,Damage on Delivery,4,37891,1
38673,Stationery,Incorrect Item Sent,3,36201,1
38674,Books,Defective Item,5,25208,1
38675,Furniture,Defective Item,6,16789,1
38676,Clothing,Missing Item,9,24264,1
38677,Beauty Products,Poor Quality,7,21037,1
38678,Bedding,Poor Quality,1,45178,1
38679,Home Appliances,Packaging Issues,6,23882,1
38680,Jewelry,Missing Item,2,15821,1
38681,Books,Wrong Size,9,26564,1
38682,Jewelry,Incorrect Item Sent,1,28301,1
38683,Beauty Products,Poor Quality,1,32656,1
38684,Kitchenware,Late Delivery,3,26798,1
38685,Groceries,Poor Quality,9,32089,1
38686,Kitchenware,Wrong Size,4,44517,1
38687,Books,Damage on Delivery,6,47592,1
38688,Furniture,Poor Quality,7,23640,1
38689,Bedding,Missing Item,5,46943,1
38690,Garden Tools,Missing Item,9,32552,1
38691,Clothing,Wrong Size,9,47894,1
38692,Kitchenware,Incorrect Item Sent,1,19138,1
38693,Books,Wrong Size,6,32578,1
38694,Footwear,Missing Item,8,28780,1
38695,Bedding,Missing Item,7,39150,1
38696,Kitchenware,Missing Item,2,21366,1
38697,Stationery,Packaging Issues,9,21909,1
38698,Jewelry,Packaging Issues,1,27574,1
38699,Electronics,Poor Quality,4,11528,1
38700,Beauty Products,Damage on Delivery,6,40947,1
38701,Toys,Poor Quality,3,48352,1
38702,Groceries,Incorrect Item Sent,9,35270,1
38703,Jewelry,Poor Quality,1,42424,1
38704,Bedding,Wrong Size,8,13889,1
38705,Stationery,Damage on Delivery,8,6597,1
38706,Beauty Products,Packaging Issues,3,5162,1
38707,Stationery,Missing Item,7,20876,1
38708,Kitchenware,Wrong Size,7,7701,1
38709,Stationery,Wrong Size,1,20588,1
38710,Electronics,Damage on Delivery,6,38274,1
38711,Groceries,Missing Item,5,36276,1
38712,Stationery,Incorrect Item Sent,3,31563,1
38713,Beauty Products,Damage on Delivery,5,27705,1
38714,Kitchenware,Damage on Delivery,8,25333,1
38715,Kitchenware,Defective Item,5,39898,1
38716,Stationery,Missing Item,5,37990,1
38717,Furniture,Damage on Delivery,7,43855,1
38718,Stationery,Missing Item,9,5750,1
38719,Kitchenware,Missing Item,1,7765,1
38720,Jewelry,Damage on Delivery,2,36257,1
38721,Books,Wrong Size,6,38117,1
38722,Groceries,Missing Item,1,24484,1
38723,Groceries,Poor Quality,3,9973,1
38724,Kitchenware,Incorrect Item Sent,8,18845,1
38725,Books,Poor Quality,2,29222,1
38726,Jewelry,Wrong Size,8,40030,1
38727,Clothing,Defective Item,5,37089,1
38728,Beauty Products,Missing Item,3,49552,1
38729,Furniture,Wrong Size,5,38628,1
38730,Electronics,Missing Item,8,25389,1
38731,Bedding,Poor Quality,3,34331,1
38732,Books,Defective Item,6,41062,1
38733,Bedding,Damage on Delivery,9,15606,1
38734,Books,Damage on Delivery,6,37090,1
38735,Footwear,Poor Quality,2,21135,1
38736,Kitchenware,Missing Item,1,23405,1
38737,Home Appliances,Poor Quality,6,21613,1
38738,Electronics,Product Not As Described,8,23917,1
38739,Home Appliances,Wrong Size,7,36754,1
